m r d s f D_dxy_mean D_dxy_quantile0.05 D_dxy_quantile0.25 D_dxy_quantile0.50 D_dxy_quantile0.75 D_dxy_quantile0.95 HD_dxy_mean HD_dxy_quantile0.05 HD_dxy_quantile0.25 HD_dxy_quantile0.50 HD_dxy_quantile0.75 HD_dxy_quantile0.95
0.00034 2.5e-07 0.5 0.02667 0.01 704.478415 637.39925 676.995 702.46 731.285 777.57475 619.14931 533.6195 580.045 614.4225 653.40375 715.187
0.00034 2.5e-07 0.5 0.02667 0.1 733.335735 670.986 707.065 731.78 758.0725 802.8225 658.92137 581.2485 626.42875 657.7325 690.7925 736.7115
0.00034 2.5e-07 0.5 0.02667 0.5 736.25922 676.28125 710.5975 734.3 760.16375 802.662 663.692535 595.47825 635.02375 661.8575 692.8625 734.07775
0.00034 2.5e-07 0.01 0.05333 0.001 691.574385 634.17675 666.95625 689.5825 715.5275 754.24575 597.82804 529.50975 568.13625 596.22 624.38375 675.00625
0.00034 2.5e-07 0.01 0.05333 0.01 695.74662 634.9715 671.42 694.23 720.5075 760.2925 626.531775 537.3215 581.41125 620.8675 668.91625 730.531
0.00034 2.5e-07 0.01 0.05333 0.1 730.86888 659.1835 701.15125 730.4925 759.93 803.7855 682.67484 605.945 650.92125 682.52 712.42875 765.35275
0.00034 2.5e-07 0.01 0.05333 0.5 739.09248 675.21625 712.34 737.7575 767.15375 805.491 686.07242 615.3675 655.31375 686.2025 715.75625 759.1505
0.00034 2.5e-07 0.5 0.05333 0.001 694.68586 634.20875 667.59375 690.075 718.81625 765.69575 600.42845 528.5155 568.15625 597.15 626.3825 688.72625
0.00034 2.5e-07 0.5 0.05333 0.01 726.52099 643.5825 689.84375 725.005 763.0375 812.1535 647.083535 541.818 594.21125 646.1275 696.63 753.12925
0.00034 2.5e-07 0.5 0.05333 0.1 759.75573 694.337 734.53875 758.51 785.0525 827.37 690.676375 615.8515 658.065 688.3575 721.25875 769.9465
0.00034 2.5e-07 0.5 0.05333 0.5 758.716215 693.565 731.125 757.6375 784.76875 826.0605 692.43597 616.85175 661.4725 691.52 722.2875 771.82925
0.00034 2.5e-07 0.01 0.0667 0.001 691.713515 634.19925 666.97125 689.64 715.59875 754.24575 598.45397 528.921 568.11 596.7 625.1025 677.20075
0.00034 2.5e-07 0.01 0.0667 0.01 697.525805 636.12675 671.2275 694.8725 722.8975 767.746 636.046315 539.649 586.04875 629.9975 684.515 744.8005
0.00034 2.5e-07 0.01 0.0667 0.1 737.05083 669.05025 708.77125 736.605 765.68125 803.88575 693.326055 610.40975 663.07375 693.51 724.935 774.7765
0.00034 2.5e-07 0.01 0.0667 0.5 747.752 682.42825 717.10875 747.2 776.04875 819.1155 695.551775 623.48525 663.7975 696.3025 725.24625 770.531
0.00034 2.5e-07 0.5 0.0667 0.001 695.89381 634.183 667.9 690.7675 720.68625 769.1965 601.224375 527.9535 568.035 598.995 628.0775 688.6435
0.00034 2.5e-07 0.5 0.0667 0.01 736.58138 647.7165 697.04125 737.755 774.75375 824.245 657.710375 547.72675 605.12625 659.7675 708.3725 768.753
0.00034 2.5e-07 0.5 0.0667 0.1 768.71274 702.2125 741.40125 767.07 796.8475 838.61825 700.636405 625.6155 666.8475 699.7075 734.65125 778.8775
0.00034 2.5e-07 0.5 0.0667 0.5 770.757065 708.07475 743.61625 770.9025 797.7925 835.5625 699.7684 625.78725 668.40375 698.485 728.80875 778.171
0.00034 2.5e-07 0.01 0.1334 0.001 691.957855 634.018 666.62625 689.365 715.7175 755.11325 602.93091 528.8545 568.1825 599.2725 628.21625 706.41925
0.00034 2.5e-07 0.01 0.1334 0.01 701.886815 636.443 673.34875 698.5175 726.59 782.69925 671.52306 545.18175 606.56 683.0425 728.945 789.27275
0.00034 2.5e-07 0.01 0.1334 0.1 757.78465 686.29325 729.05875 757.535 785.21625 831.83175 722.09178 648.078 691.18875 719.22 752.1325 803.5985
0.00034 2.5e-07 0.01 0.1334 0.5 760.955365 697.3525 734.095 761.195 784.92375 827.05775 721.89898 646.31775 690.37625 722.7625 751.23 800.291
0.00034 2.5e-07 0.5 0.1334 0.001 703.82812 635.619 668.71875 694.515 730.0725 802.11175 611.809895 529.25775 570.69125 601.595 636.5425 748.32625
0.00034 2.5e-07 0.5 0.1334 0.01 778.15063 661.95575 746.055 787.27 818.44375 857.2535 704.911805 572.317 673.49125 715.3675 748.62625 802.87175
0.00034 2.5e-07 0.5 0.1334 0.1 795.09896 725.36175 766.97625 794.7075 822.765 863.1585 729.733905 653.698 700.31 728.14 759.46625 803.2485
0.00034 2.5e-07 0.5 0.1334 0.5 798.127095 729.8895 770.925 797.46 823.55 868.73625 730.800715 658.2965 700.72875 729.595 760.72875 805.9035
0.0017 2.5e-07 0.01 0 0.001 590.787065 544.9215 572.06625 591.0075 609.23 639.1435 486.784665 435.78275 467.77125 486.8025 505.52125 537.1505
0.0017 2.5e-07 0.01 0 0.01 590.28412 541.1725 572.4425 590.7125 609.32625 635.67 489.2361 438.634 468.8525 488.9375 509.0475 539.84175
0.0017 2.5e-07 0.01 0 0.1 592.13872 549.424 573.16625 591.465 611.22625 641.572 486.91222 436.316 465.93125 487.49 506.745 538.0625
0.0017 2.5e-07 0.01 0 0.5 590.89149 547.706 572.52375 590.215 608.83125 637.63175 487.435755 439.72825 466.3525 487.0125 507.40875 537.149
0.0017 2.5e-07 0.5 0 0.001 590.787065 544.9215 572.06625 591.0075 609.23 639.1435 486.784665 435.78275 467.77125 486.8025 505.52125 537.1505
0.0017 2.5e-07 0.5 0 0.01 590.28412 541.1725 572.4425 590.7125 609.32625 635.67 489.2361 438.634 468.8525 488.9375 509.0475 539.84175
0.0017 2.5e-07 0.5 0 0.1 592.13872 549.424 573.16625 591.465 611.22625 641.572 486.91222 436.316 465.93125 487.49 506.745 538.0625
0.0017 2.5e-07 0.5 0 0.5 590.89149 547.706 572.52375 590.215 608.83125 637.63175 487.435755 439.72825 466.3525 487.0125 507.40875 537.149
0.0017 2.5e-07 0.01 0.0067 0.001 590.91535 544.9775 571.975 591.1 609.72875 639.045 486.72184 437.278 467.68875 486.715 505.67625 537.18
0.0017 2.5e-07 0.01 0.0067 0.01 590.41872 541.93875 571.6075 590.875 609.615 635.61125 489.712595 439.73825 470.0775 489.4125 509.58125 541.43275
0.0017 2.5e-07 0.01 0.0067 0.1 592.356545 548.35075 572.93625 590.94 611.62875 641.3935 490.32217 439.69725 470.405 490.6475 508.67375 538.67725
0.0017 2.5e-07 0.01 0.0067 0.5 595.40616 548.7485 577.18875 594.9125 613.71875 640.73775 494.08493 445.9725 472.435 493.8375 514.29875 545.5355
0.0017 2.5e-07 0.5 0.0067 0.001 590.895915 545.139 572.0775 590.835 609.05125 639.0815 487.041695 437.19675 468.125 486.83 505.52125 536.9035
0.0017 2.5e-07 0.5 0.0067 0.01 591.13721 541.19975 573.1075 590.935 610.7125 638.57625 489.821945 439.75925 469.10125 489.7475 510.04375 541.51825
0.0017 2.5e-07 0.5 0.0067 0.1 593.40355 551.3275 573.28125 591.9025 611.69375 640.21275 490.991075 438.94925 469.28375 491.4625 510.175 541.37675
0.0017 2.5e-07 0.5 0.0067 0.5 594.47605 550.30375 575.6925 594.6475 612.325 639.718 493.271925 444.89925 472.68125 492.38 514.75875 548.109
0.0017 2.5e-07 0.01 0.01333 0.001 590.862925 544.9775 572.11875 591.0075 609.12875 639.045 486.97426 437.2705 467.75 486.79 505.52125 537.205
0.0017 2.5e-07 0.01 0.01333 0.01 590.60611 540.49475 571.97375 590.6625 609.615 635.64225 490.69962 440.42275 470.545 490.0725 511.55375 541.55425
0.0017 2.5e-07 0.01 0.01333 0.1 593.497825 547.82925 573.375 593.0975 611.91625 643.13925 496.53656 445.622 473.1475 496.2175 518.04875 551.84725
0.0017 2.5e-07 0.01 0.01333 0.5 599.090315 555.19925 580.15625 599.5075 616.525 645.105 502.53311 451.9975 481.78375 502.0675 523.42125 553.67325
0.0017 2.5e-07 0.5 0.01333 0.001 590.904735 545.701 572.3275 591.3825 608.3775 638.69075 486.95898 436.0155 468.23875 486.7225 505.76 536.6075
0.0017 2.5e-07 0.5 0.01333 0.01 592.123795 546.06525 574.065 592.7075 610.4825 638.36825 492.887975 439.60975 471.86375 492.2425 513.79 546.815
0.0017 2.5e-07 0.5 0.01333 0.1 598.03013 551.56325 578.31875 598.0875 617.935 644.506 500.23129 451.78525 480.15625 499.145 520.2 550.1755
0.0017 2.5e-07 0.5 0.01333 0.5 599.31375 553.82925 579.79125 598.405 619.685 646.277 504.2925 452.41175 483.8925 502.685 524.605 559.38175
0.0017 2.5e-07 0.01 0.02667 0.001 590.873605 544.75675 572.11875 590.92 609.465 639.045 487.28711 437.28 468.3525 486.85 506.64375 537.946
0.0017 2.5e-07 0.01 0.02667 0.01 591.302465 542.08275 572.91 590.895 610.4675 639.4565 495.751425 440.72525 474.01125 494.8925 516.95875 553.557
0.0017 2.5e-07 0.01 0.02667 0.1 599.833065 551.77475 578.3375 599.4475 620.64875 647.6535 513.74012 457.3625 491.0975 513.455 535.915 570.65075
0.0017 2.5e-07 0.01 0.02667 0.5 604.47135 558.06425 583.93 604.0875 624.70625 658.1475 520.901455 466.1975 498.5425 520.0425 541.78875 577.92775
0.0017 2.5e-07 0.5 0.02667 0.001 591.21591 544.91825 572.045 591.7675 609.9175 639.88425 487.95853 435.8255 469.0425 487.15 507.3725 539.00875
0.0017 2.5e-07 0.5 0.02667 0.01 595.983115 545.2615 577.92125 596.4125 615.82875 643.75325 501.406825 442.50825 476.78625 501.185 524.4475 562.17225
0.0017 2.5e-07 0.5 0.02667 0.1 610.142635 563.3195 588.08375 609.8375 631.6425 661.087 523.04976 468.2215 498.96875 523.6675 546.91 576.75075
0.0017 2.5e-07 0.5 0.02667 0.5 611.395125 565.246 591.94875 610.305 631.88 659.4335 524.521815 470.00625 502.8425 522.9425 546.1725 583.29875
0.0017 2.5e-07 0.01 0.05333 0.001 590.8969 544.6945 572.15625 590.92 609.5325 639.1435 488.30924 437.7855 468.5 487.515 507.77875 539.85325
0.0017 2.5e-07 0.01 0.05333 0.01 592.184185 543.97925 573.95125 590.46 612.155 641.02425 506.72499 443.61975 478.2275 502.695 533.14125 580.1735
0.0017 2.5e-07 0.01 0.05333 0.1 607.364575 557.76425 584.58125 607.1575 628.0875 659.19525 544.02856 483.946 518.70375 543.4425 567.86125 605.43675
0.0017 2.5e-07 0.01 0.05333 0.5 611.81431 560.41075 591.61875 612.38 633.4325 659.89325 545.40085 488.52425 520.14 545.6625 569.2225 603.79
0.0017 2.5e-07 0.5 0.05333 0.001 592.99615 545.787 572.19875 593.17 611.295 644.013 490.07157 438.455 468.94875 488.23 509.75625 547.3325
0.0017 2.5e-07 0.5 0.05333 0.01 610.16247 553.07625 585.9825 611.215 633.10625 667.64025 524.018 447.63825 487.305 520.305 560.2825 605.782
